,orig,dest,distance,duration
545,Assens,Norddjurs,190949.1,8485.1
546,Assens,Nordfyn,46544.8,3330.7
547,Assens,Nyborg,45215.9,3162.5
548,Assens,Næstved,143856.7,7525.4
549,Assens,Odder,145282,7001.5
550,Assens,Odense,38799.1,2417.5
551,Assens,Odsherred,141678,7286.7
552,Assens,Randers,194095.6,8791.9
553,Assens,Rebild,208124.3,9664.1
554,Assens,Ringkøbing-Skjern,183893.6,8574.6
555,Assens,Ringsted,131543.1,6367
556,Assens,Roskilde,148771.6,6762.1
557,Assens,Rudersdal,205222.5,8860
558,Assens,Rødovre,180278.6,7823.2
559,Assens,Samsø,164744.9,11105.6
560,Assens,Silkeborg,160489.6,7958.8
561,Assens,Skanderborg,147792.8,6642.4
562,Assens,Skive,220367,9966.2
563,Assens,Slagelse,95169.9,5089
564,Assens,Solrød,157677.6,6818
565,Assens,Sorø,119965.6,5833.7
566,Assens,Stevns,148704.2,6778
567,Assens,Struer,184724.8,8250.5
568,Assens,Svendborg,52920,3484.3
569,Assens,Syddjurs,184222.1,8271
570,Assens,Sønderborg,191257.5,8689.8
571,Assens,Thisted,237642.4,10927.3
572,Assens,Tårnby,185798.4,8314.6
573,Assens,Tønder,151342.6,7570.8
574,Assens,Vallensbæk,171610.3,7390.9
575,Assens,Varde,149630.1,7602.7
576,Assens,Vejen,101191.4,5280.5
577,Assens,Vejle,86988.8,5052.9
578,Assens,Vesthimmerland,241625.2,10752.6
579,Assens,Viborg,176575.3,9244.3
580,Assens,Vordingborg,178538.6,9592.9
581,Assens,Ærø,67359.8,6806.4
582,Ballerup,Aabenraa,283833.2,11116.7
583,Ballerup,Aalborg,405188.2,15583.3
584,Ballerup,Aarhus,302085.5,11851.4
585,Ballerup,Albertslund,8918.5,522.4
586,Ballerup,Allerød,31359.6,1711
587,Ballerup,Assens,184636.5,7886
588,Ballerup,Ballerup,0,0
589,Ballerup,Billund,260652.6,10831.4
590,Ballerup,Bornholm,200262,11190.9
591,Ballerup,Brønderslev,450890.1,17363.5
592,Ballerup,Dragør,31123.4,1667.1
593,Ballerup,Egedal,5990.8,484
594,Ballerup,Esbjerg,262399.9,10435.8
595,Ballerup,Faaborg-Midtfyn,185122,7976
596,Ballerup,Fanø,303203.6,12611.5
